Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
M Vijay,9,5,5,5,0,0,True,caught,JH Kallis
ML Hayden,36,60,12,22,20,18,True,caught,A Kumble
SK Raina,10,13,6,1,12,0,True,caught,JH Kallis
MS Dhoni,19,18,7,14,4,0,True,caught and bowled,RE van der Merwe
JDP Oram,15,7,8,7,0,0,True,caught,R Vinay Kumar
S Badrinath,9,2,7,2,0,0,True,caught,A Kumble
JA Morkel,7,9,2,5,4,0,True,caught,P Kumar
SB Jakati,7,7,3,3,4,0,False,,
L Balaji,1,0,1,0,0,0,True,caught,R Vinay Kumar
M Muralitharan,2,4,1,0,4,0,True,run out,
