Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MG Johnson,4,13,17,5,8,0,4,2
AN Ahmed,3,18,11,4,8,6,0,1
PP Ojha,4,23,12,9,8,6,1,2
SL Malinga,4,15,9,11,4,0,0,1
Harbhajan Singh,4,27,11,11,4,12,4,3
