Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MK Pandey,28,39,9,17,16,6,True,bowled,AB McDonald
JH Kallis,26,27,15,15,12,0,True,bowled,A Mishra
RV Uthappa,10,15,3,5,4,6,True,caught,A Mishra
R Dravid,1,1,0,1,0,0,True,run out,
EJG Morgan,13,17,3,9,8,0,True,run out,
V Kohli,22,38,3,16,16,6,False,,
MV Boucher,3,2,1,2,0,0,True,caught,PJ Sangwan
R Vinay Kumar,2,2,1,2,0,0,True,run out,
P Kumar,1,0,1,0,0,0,True,caught,UT Yadav
DW Steyn,8,8,4,4,4,0,True,bowled,AB McDonald
A Kumble,1,1,0,1,0,0,False,,
