Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
P Kumar,4,19,14,11,8,0,0,2
DS Kulkarni,4,29,11,13,16,0,1,1
DR Smith,2,13,7,5,8,0,2,1
DJ Bravo,4,37,9,13,0,24,2,0
S Kaushik,1,14,0,4,4,6,0,0
RA Jadeja,3,25,3,13,12,0,1,0
PV Tambe,2,15,4,7,8,0,0,0
