Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
MS Bisla,13,16,5,8,8,0,True,bowled,RA Jadeja
JH Kallis,9,6,4,6,0,0,True,caught,R Vinay Kumar
G Gambhir,5,3,3,3,0,0,True,bowled,RP Singh
MK Tiwary,51,46,25,26,8,12,True,stumped,RA Jadeja
EJG Morgan,11,10,5,6,4,0,True,run out,
Shakib Al Hasan,5,2,3,2,0,0,True,bowled,RP Singh
YK Pathan,3,8,1,2,0,6,True,caught,RR Powar
R Bhatia,8,10,2,6,4,0,True,run out,
B Lee,3,1,2,1,0,0,True,caught,M Muralitharan
Iqbal Abdulla,9,12,2,8,4,0,False,,
L Balaji,1,1,0,1,0,0,False,,
