Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
NB Singh,2,7,9,3,4,0,3,0
Basil Thampi,4,33,11,11,16,6,1,1
AJ Tye,4,12,13,12,0,0,1,3
RA Jadeja,4,28,8,16,12,0,1,2
Ankit Soni,3,27,7,9,0,18,1,1
JP Faulkner,3,15,6,11,4,0,5,1
