Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
S Badree,3,29,9,5,12,12,0,2
S Aravind,3,17,12,5,12,0,3,0
A Choudhary,2,19,7,5,8,6,2,0
YS Chahal,3,28,6,10,12,6,2,0
P Negi,2,23,5,5,0,18,1,1
TM Head,1,11,0,3,8,0,0,0
