Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AC Blizzard,10,15,4,3,12,0,True,caught,P Kumar
SR Tendulkar,9,6,6,2,4,0,True,caught,P Kumar
RG Sharma,5,5,4,1,4,0,True,stumped,Bipul Sharma
A Symonds,6,8,4,4,4,0,True,run out,
AT Rayudu,19,13,12,5,8,0,True,caught,SJ Srivastava
TL Suman,4,4,2,4,0,0,True,caught,RJ Harris
KA Pollard,11,17,5,7,4,6,True,caught,BA Bhatt
Harbhajan Singh,7,12,3,2,4,6,True,bowled,BA Bhatt
DS Kulkarni,4,2,2,2,0,0,True,caught and bowled,BA Bhatt
MM Patel,1,0,1,0,0,0,True,lbw,BA Bhatt
