Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CA Lynn,6,5,4,1,4,0,True,bowled,GJ Maxwell
SP Narine,9,26,2,4,4,18,True,caught,TA Boult
RV Uthappa,2,1,1,1,0,0,True,caught,TA Boult
N Rana,7,8,2,4,4,0,True,caught and bowled,Avesh Khan
KD Karthik,18,18,6,12,0,6,True,caught,A Mishra
Shubman Gill,28,37,8,19,12,6,True,run out,
AD Russell,30,44,18,8,12,24,True,bowled,Avesh Khan
Shivam Mavi,3,0,3,0,0,0,True,bowled,A Mishra
PP Chawla,4,2,2,2,0,0,True,caught,GJ Maxwell
MG Johnson,6,12,0,4,8,0,False,,
Kuldeep Yadav,6,7,4,3,4,0,False,,
