Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CH Gayle,7,4,6,0,4,0,True,caught,Sandeep Sharma
PA Patel,14,13,10,1,12,0,True,caught,Sandeep Sharma
V Kohli,1,0,1,0,0,0,True,caught,Sandeep Sharma
S Rana,16,18,10,4,8,6,True,bowled,AR Patel
AB de Villiers,25,53,6,19,4,30,True,caught,L Balaji
Yuvraj Singh,11,3,8,3,0,0,True,caught,Shivam Sharma
JA Morkel,8,16,3,4,0,12,True,caught,Shivam Sharma
MA Starc,22,29,7,13,16,0,True,caught,L Balaji
HV Patel,3,6,1,2,4,0,True,caught,MG Johnson
VR Aaron,11,17,3,7,4,6,False,,
YS Chahal,1,1,1,1,0,0,False,,
