Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RG Sharma,13,14,6,6,8,0,True,caught,I Sharma
Q de Kock,14,27,6,5,16,6,True,caught,I Sharma
SA Yadav,6,2,4,2,0,0,True,run out,
KA Pollard,13,21,3,7,8,6,True,caught,KMA Paul
Yuvraj Singh,35,53,18,15,20,18,True,caught,K Rabada
HH Pandya,2,0,2,0,0,0,True,caught and bowled,AR Patel
KH Pandya,15,32,5,6,20,6,True,caught,TA Boult
BCJ Cutting,4,3,1,3,0,0,True,caught,K Rabada
MJ McClenaghan,8,10,4,2,8,0,True,stumped,R Tewatia
Rasikh Salam,4,5,1,5,0,0,False,,
