Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
IK Pathan,4,34,12,10,12,12,1,1
M Morkel,4,36,7,14,16,6,0,0
S Kaul,4,27,9,13,8,6,0,2
UT Yadav,4,50,8,10,16,24,3,1
S Nadeem,4,20,9,16,4,0,1,1
