Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
RV Uthappa,34,31,14,23,8,0,True,caught,Iqbal Abdulla
AJ Finch,5,5,3,1,4,0,True,bowled,JH Kallis
Yuvraj Singh,2,1,1,1,0,0,True,caught,L Balaji
UA Birla,14,7,11,3,4,0,True,bowled,Iqbal Abdulla
AD Mathews,28,40,8,16,0,24,True,caught,SP Narine
MR Marsh,8,5,3,5,0,0,True,caught,R Bhatia
M Rawat,11,5,6,5,0,0,True,caught,JH Kallis
WD Parnell,7,5,2,5,0,0,True,caught,SP Narine
Parvez Rasool,4,1,3,1,0,0,True,caught and bowled,L Balaji
B Kumar,3,1,2,1,0,0,True,bowled,L Balaji
K Upadhyay,1,1,0,1,0,0,False,,
