Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
S Sreesanth,4,29,11,9,20,0,1,1
VRV Singh,4,40,6,14,20,6,1,1
RR Powar,4,19,13,13,0,6,1,1
PP Chawla,4,31,13,9,4,18,1,0
Gagandeep Singh,3,33,6,9,12,12,1,1
Yuvraj Singh,1,18,0,6,0,12,0,0
