Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
TA Boult,3,36,6,10,8,18,1,1
I Sharma,4,34,10,8,20,6,1,2
AR Patel,4,30,10,10,8,12,0,0
A Mishra,4,16,10,16,0,0,0,1
KMA Paul,4,26,15,12,8,6,7,3
SE Rutherford,1,10,2,6,4,0,1,0
