Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
JD Unadkat,3,25,7,9,16,0,2,1
SN Thakur,3,25,9,9,16,0,8,0
Washington Sundar,3,32,7,8,12,12,1,0
DT Christian,4,29,9,15,8,6,2,1
Imran Tahir,4,48,4,16,8,24,0,0
RA Tripathi,1,12,0,4,8,0,0,0
