Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
CH Gayle,16,21,10,3,12,6,True,caught,P Kumar
V Kohli,37,41,24,13,16,12,True,bowled,RS Bopara
KD Karthik,10,9,5,5,4,0,True,caught,KV Sharma
AB de Villiers,26,46,10,14,20,12,True,caught,TA Boult
Mandeep Singh,1,0,1,0,0,0,True,caught,RS Bopara
DJG Sammy,9,6,3,6,0,0,True,bowled,A Ashish Reddy
SA Abbott,8,14,4,4,4,6,True,caught,TA Boult
HV Patel,2,2,2,2,0,0,True,caught,TA Boult
AN Ahmed,2,4,1,0,4,0,True,bowled,B Kumar
VR Aaron,3,6,2,0,0,6,True,bowled,B Kumar
YS Chahal,1,1,0,1,0,0,False,,
