Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AM Rahane,9,10,2,10,0,0,True,caught,Z Khan
MA Agarwal,18,20,8,12,8,0,True,caught,Z Khan
F du Plessis,7,8,2,4,4,0,True,caught,S Nadeem
RA Tripathi,5,10,3,2,8,0,True,caught,CH Morris
BA Stokes,5,2,3,2,0,0,True,caught,PJ Cummins
MS Dhoni,14,11,8,5,0,6,True,caught,A Mishra
R Bhatia,16,16,7,10,0,6,True,caught,A Mishra
DL Chahar,6,14,2,2,0,12,True,caught,Z Khan
A Zampa,7,5,5,1,4,0,True,caught,A Mishra
AB Dinda,7,7,4,3,4,0,True,caught,PJ Cummins
Imran Tahir,2,0,2,0,0,0,False,,
