Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Sandeep Sharma,3,24,6,8,16,0,0,0
Anureet Singh,4,28,14,12,16,0,4,1
MG Johnson,4,41,9,13,16,12,0,1
AR Patel,3,24,3,18,0,6,0,0
Karanveer Singh,4,30,8,18,12,0,1,1
M Vijay,1,12,1,4,8,0,0,0
GJ Maxwell,1,8,3,2,0,6,0,0
