Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
AM Rahane,12,18,6,4,8,6,True,lbw,HV Patel
SR Watson,22,26,14,4,16,6,True,caught,YS Chahal
KK Nair,14,16,3,10,0,6,True,run out,
SPD Smith,28,31,5,23,8,0,True,caught,MA Starc
DJ Hooda,3,1,3,1,0,0,True,bowled,Iqbal Abdulla
SV Samson,7,4,4,4,0,0,True,bowled,YS Chahal
STR Binny,19,20,8,12,8,0,True,caught,MA Starc
JP Faulkner,5,4,1,4,0,0,True,caught,HV Patel
CH Morris,3,3,0,3,0,0,False,,
DS Kulkarni,2,1,1,1,0,0,True,bowled,MA Starc
PV Tambe,4,2,2,2,0,0,False,,
