Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
K Rabada,4,40,7,16,24,0,1,1
S Lamichhane,4,29,12,9,8,12,0,1
CH Morris,4,35,10,9,20,6,4,1
HV Patel,4,38,9,12,8,18,2,2
A Mishra,4,35,11,9,8,18,1,1
