Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
DR Smith,4,0,4,0,0,0,True,lbw,SL Malinga
F du Plessis,33,45,10,19,20,6,True,caught,J Suchith
MEK Hussey,11,16,5,6,4,6,True,caught,R Vinay Kumar
SK Raina,20,25,7,13,0,12,True,caught and bowled,Harbhajan Singh
MS Dhoni,1,0,1,0,0,0,True,lbw,Harbhajan Singh
DJ Bravo,15,20,6,6,8,6,True,run out,
RA Jadeja,10,19,2,9,4,6,True,caught,MJ McClenaghan
P Negi,3,3,1,3,0,0,True,caught,R Vinay Kumar
R Ashwin,12,23,2,9,8,6,True,caught,SL Malinga
MM Sharma,3,3,0,3,0,0,False,,
A Nehra,1,0,1,0,0,0,True,caught,SL Malinga
