Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RP Singh,3,30,7,12,12,6,0,0
S Sreesanth,3,17,12,9,8,0,4,0
M Muralitharan,4,41,8,11,12,18,1,1
R Vinay Kumar,3,12,13,8,4,0,4,1
RA Jadeja,4,27,9,17,4,6,1,1
BJ Hodge,2,13,7,5,8,0,1,2
