Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Sandeep Sharma,4,17,13,9,8,0,0,2
Mohammad Nabi,2,24,4,4,8,12,0,0
S Kaul,4,25,9,13,12,0,1,0
Basil Thampi,3,14,6,8,0,6,1,2
Rashid Khan,4,19,11,11,8,0,0,3
Shakib Al Hasan,3,18,7,12,0,6,0,2
