Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
Salman Butt,13,13,11,3,4,6,True,caught,SM Pollock
A Chopra,4,1,3,1,0,0,True,run out,
SC Ganguly,20,15,11,7,8,0,True,caught,DJ Thornely
DJ Hussey,7,2,7,2,0,0,True,caught,SM Pollock
Mohammad Hafeez,11,5,10,1,4,0,True,caught,SM Pollock
WP Saha,6,1,5,1,0,0,True,caught,DJ Bravo
LR Shukla,3,0,4,0,0,0,True,bowled,RR Raje
AB Agarkar,14,15,6,7,8,0,True,caught,DJ Bravo
Shoaib Akhtar,7,2,6,2,0,0,True,caught,RR Raje
I Sharma,4,4,4,0,4,0,True,caught and bowled,DJ Thornely
AB Dinda,1,1,0,1,0,0,False,,
