Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
RR Powar,3,33,7,7,8,18,0,1
IK Pathan,4,40,8,10,24,6,0,1
S Sreesanth,4,41,8,19,16,6,3,0
YA Abdulla,3,43,5,7,24,12,1,0
PP Chawla,4,30,12,8,16,6,0,2
Yuvraj Singh,1,9,0,5,4,0,0,0
K Goel,1,11,1,3,8,0,0,0
