Name,Balls,Runs,Dot,Other,4,6,out,out_type,bowler
SP Narine,2,4,1,0,4,0,True,caught,MJ McClenaghan
CA Lynn,15,21,8,3,12,6,True,run out,
RV Uthappa,13,14,9,2,0,12,True,caught,M Markande
N Rana,19,21,9,7,8,6,True,caught,HH Pandya
AD Russell,4,2,2,2,0,0,True,caught,HH Pandya
KD Karthik,3,5,1,1,4,0,True,run out,
RK Singh,3,5,1,1,4,0,True,caught,JJ Bumrah
TK Curran,17,18,8,6,12,0,True,caught,KH Pandya
PP Chawla,13,11,6,7,4,0,True,caught,BCJ Cutting
Kuldeep Yadav,14,5,11,5,0,0,True,lbw,KH Pandya
M Prasidh Krishna,5,1,4,1,0,0,False,,
