Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
MJ McClenaghan,3,24,11,2,16,6,0,1
KH Pandya,4,12,12,6,0,6,0,2
JJ Bumrah,3,17,10,7,4,6,0,1
HH Pandya,3,16,11,4,12,0,0,2
M Markande,4,26,10,12,8,6,1,1
BCJ Cutting,2,12,6,4,8,0,0,1
