Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
K Gowtham,3,15,10,7,8,0,4,2
JC Archer,4,29,16,9,8,12,4,2
JD Unadkat,2,33,1,5,16,12,0,0
IS Sodhi,4,15,11,15,0,0,0,0
S Gopal,4,34,8,14,8,12,0,1
B Laughlin,3,33,7,9,12,12,2,2
