Name,Balls,Runs,Dot,Other,4,6,Extras,Wicket
Sandeep Sharma,4,36,9,14,16,6,1,1
MG Johnson,4,37,9,13,12,12,0,2
M Kartik,4,40,5,20,20,0,0,0
AR Patel,4,28,4,20,8,0,0,0
GJ Maxwell,2,20,3,8,12,0,1,1
R Dhawan,2,22,4,8,8,6,2,1
